       WC_TA        RE_TA      EBIT_TA     MVE_BVTD         S_TA       Rating
     0.02500     -0.05900      0.02400      0.22700      0.10300           BB
    -0.07600     -0.05700      0.02400      0.56900      0.12500           BB
     0.15100      0.36300      0.05300      2.45300      0.43800           AA
     0.30800      0.72000      0.07900      7.30400      0.64700          AAA
     0.05500      0.06100      0.05200      0.27800      0.13500            B
     0.21400      0.48400      0.05400      4.38500      0.65600          AAA
     0.11700      0.23700      0.05500      0.89700      0.17400           BB
     0.13500      0.21300      0.05700      2.64000      0.31400           AA
    -0.07800     -0.35600      0.02000      0.19400      0.09600          CCC
     0.08000      0.28200      0.04800      2.09000      0.29300            A
     0.00500     -0.03100      0.03500      0.25600      0.14300            B
    -0.03700     -0.42200      0.03100      0.07800      0.06900            B
     0.27800      0.41400      0.07900      2.42100      0.45100           AA
     0.12100      0.34900      0.05000      3.16500      0.70200           AA
     0.02400      0.11900      0.03900      0.61600      0.11600          BBB
     0.52200      0.53700      0.10500      2.58700      0.29100           AA
     0.19700      0.24800      0.05600      0.63800      0.13100           BB
     0.50900      0.93700      0.10400     21.51300      1.13100          AAA
     0.41800      0.41500      0.08600      0.97800      0.18600          BBB
     0.07600      0.26700      0.04300      1.91500      0.33600            A
    -0.27200     -2.31500     -0.02700      0.02600      0.03800          CCC
     0.15600      0.12100      0.06100      0.43200      0.11600           BB
    -0.00500      0.12600      0.03100      1.29000      0.40200          BBB
     0.11500      0.36300      0.06000      2.85100      0.38600           AA
     0.01300     -0.10700      0.03200      0.32400      0.11900           BB
     0.08800      0.03900      0.00800      1.69400      0.68200          BBB
    -0.07200      0.03900      0.02100      0.95600      0.25900          BBB
     0.14200      0.06100      0.04600      0.22700      0.09600           BB
    -0.07200     -0.20800      0.02000      0.41200      0.14800            B
     0.05800      0.36000      0.03900      6.13800      0.66000          AAA
     0.03100      0.36300      0.04100      4.04500      0.73100          AAA
     0.04800      0.19500      0.04500      1.93900      0.29500            A
     0.14900      0.29000      0.05400      2.00300      0.21100            A
     0.26800      0.26500      0.06800      0.76000      0.16500          BBB
     0.06100      0.28200      0.05600      1.41500      0.28800          BBB
     0.13800      0.19200      0.05200      1.45200      0.19600          BBB
     0.16700      0.14000      0.05100      0.52500      0.16000           BB
    -0.00300      0.17500      0.03800      1.44800      0.34800          BBB
     0.06700      0.30700      0.05000      3.16400      0.42100           AA
     0.04200      0.01600      0.04500      0.48900      0.14500           BB
     0.09400      0.14700      0.04400      0.67800      0.25300          BBB
     0.03800      0.47700      0.04600      9.38700      0.81800          AAA
     0.06700      0.16300      0.04200      1.39700      0.30200          BBB
    -0.63500     -2.36800     -0.25900      0.18200      0.15600          CCC
     0.19900      0.12600      0.05600      0.56000      0.20600           BB
     0.03700      0.05300      0.03800      0.66800      0.17800          BBB
     0.29300      0.59000      0.07700      4.94600      0.55100          AAA
     0.11300      0.19700      0.05700      0.85500      0.17000           BB
    -0.02900     -0.12500      0.03100      0.28900      0.14000           BB
     0.11000      0.16100      0.05300      0.51500      0.20200           BB
     0.30600      0.33200      0.06900      0.81800      0.20100          BBB
     0.21100      0.47200      0.06000      4.62800      0.73600          AAA
     0.19100      0.31000      0.05500      1.36300      0.21600          BBB
    -0.16700     -1.08500      0.01200      0.07400      0.08100          CCC
     0.27500      0.22300      0.06100      1.05900      0.18700          BBB
     0.02500      0.15000      0.04100      0.90700      0.27100           BB
     0.34400      0.43500      0.06700      1.47900      0.18100            A
     0.11900      0.18700      0.04700      1.08800      0.26100           BB
     0.09900      0.14500      0.05300      0.63600      0.13100           BB
     0.12000      0.23200      0.04600      1.34200      0.28600          BBB
     0.10200      0.00700      0.05000      0.28900      0.14800           BB
     0.01800      0.64200      0.01600     13.55900      1.07400          AAA
     0.33700      0.24900      0.07900      0.60700      0.11000          BBB
     0.03900      0.13500      0.04700      1.02500      0.27200          BBB
     0.05200      0.12700      0.04500      1.12500      0.25200           BB
    -0.04100     -0.15800      0.02300      0.55100      0.12900           BB
     0.05000      0.30800      0.04400      3.20900      0.52300           AA
     0.16900      0.33500      0.05700      1.61300      0.27000            A
     0.15300      0.33700      0.05300      3.20200      0.52500           AA
     0.00100     -0.01000      0.03300      0.31700      0.13100           BB
     0.08000     -0.04000      0.03600      0.31000      0.11400            B
     0.02700     -0.07800      0.03300      0.30800      0.16000           BB
     0.32100      0.57300      0.06700      4.10800      0.55300          AAA
    -0.00400      0.05100      0.03000      0.65200      0.19800          BBB
     0.24000      0.40000      0.06400      3.25800      0.56300          AAA
     0.18200      0.33200      0.06200      2.29300      0.41800           AA
     0.25200      0.17100      0.06600      0.42500      0.11500           BB
     0.25800      0.70400      0.07300      5.67400      0.49700          AAA
     0.11400      0.15300      0.05800      0.66100      0.13200           BB
     0.03100      0.10700      0.04200      0.83900      0.25800          BBB
    -0.08800      0.15900      0.00800      4.83200      0.99500          AAA
     0.21300      0.07100      0.05300      0.44600      0.20300           BB
     0.17200      0.27100      0.07300      0.63500      0.21300          BBB
     0.04100      0.20300      0.03900      1.30700      0.33100          BBB
     0.21200      0.43700      0.05900      3.94000      0.51600          AAA
     0.06100      0.31200      0.04500      2.25100      0.44200            A
     0.15000      0.23200      0.05900      1.23900      0.24900          BBB
     0.84700      1.77200      0.21000    119.04500      7.03200          AAA
     0.13300      0.35400      0.05500      2.46800      0.40800           AA
    -0.12000     -0.03000      0.01100      1.32100      0.36700          BBB
     0.02900     -0.13600      0.03200      0.20900      0.09500            B
     0.12700      0.22500      0.04300      2.51800      0.33200            A
     0.40100      0.42200      0.08400      1.97800      0.22300           AA
     0.02500     -0.00700      0.04000      0.12400      0.07800           BB
     0.46500      0.68400      0.09000      4.54700      0.65000          AAA
     0.16500      0.05500      0.04200      0.22900      0.11500           BB
     0.02200      0.01000      0.04400      0.60200      0.14400          BBB
     0.32800      0.34700      0.07300      1.20100      0.21500          BBB
    -0.01400      0.20300      0.03500      2.96200      0.66700           AA
     0.10700      0.20400      0.04500      0.98700      0.29300          BBB
     0.22700      0.21900      0.06400      0.77000      0.21600          BBB
     0.29200      0.43900      0.06800      1.97100      0.26100            A
     0.61700      0.76600      0.12600      4.44200      0.48300          AAA
    -0.12500     -0.24300     -0.01300      1.14000      0.42100           BB
     0.00300     -0.01000      0.03100      0.56100      0.23300           BB
    -0.47000     -2.64500     -0.11000      0.03700      0.05000          CCC
     0.50700      0.78000      0.10700     12.11100      1.12700          AAA
     0.23300      0.28600      0.05900      0.72100      0.18700          BBB
     0.06100      0.07400      0.04400      0.47600      0.13400           BB
     0.32700      0.59900      0.09700      3.80000      0.33500          AAA
     0.09400      0.15200      0.04600      1.06400      0.26900            A
     0.21100      0.17200      0.06700      0.77700      0.18000           BB
     0.30900      0.60800      0.05900     11.70800      0.71800          AAA
    -0.01500     -1.51500      0.02800      0.05400      0.05200          CCC
     0.08000      0.21500      0.05000      1.06500      0.26300          BBB
     0.02100     -0.04400      0.04000      0.19600      0.13700            B
     0.07600      0.26800      0.03800      2.35200      0.34000            A
     0.03500      0.14200      0.03800      0.87000      0.27100           BB
     0.09000      0.14900      0.05000      0.69300      0.14000           BB
     0.28500      0.57400      0.06100      3.98900      0.41400          AAA
     0.06300      0.15700      0.04500      1.22900      0.26900          BBB
    -0.10300     -1.00700     -0.01700      0.06300      0.07600          CCC
     0.55500      0.88500      0.12900      5.61600      0.48000          AAA
     0.21200      0.23600      0.06200      0.87800      0.17300          BBB
     0.02500      0.27200      0.03000      6.42300      1.17700          AAA
     0.45200      0.58700      0.09100      4.61800      0.61800          AAA
     0.06800      0.07800      0.04600      0.46200      0.14000           BB
     0.43700      0.62300      0.08100      4.16200      0.34100          AAA
     0.06500      0.10400      0.04800      0.44000      0.15800           BB
     0.39400      0.69800      0.08100      4.12000      0.28900          AAA
     0.37300      0.45600      0.08400      1.61500      0.24900            A
     0.10800      0.29000      0.06000      1.72300      0.33800            A
     0.02800      0.15700      0.03800      0.94700      0.29000           BB
     0.16700      0.23500      0.05800      2.18700      0.38900            A
     0.28900      0.36900      0.07400      0.86800      0.15600          BBB
     0.06800      0.16600      0.05100      1.56900      0.26900            A
     0.00500      0.24200      0.03400      1.51000      0.61500          BBB
     0.14300      0.03600      0.05800      0.16000      0.07300           BB
    -0.70100     -0.60000     -0.20200      1.10900      0.34500            B
     0.35300      0.32500      0.07900      0.76700      0.14300          BBB
     0.01700      0.07500      0.03500      0.94600      0.16300          BBB
     0.10900      0.23700      0.05500      1.80000      0.31900          BBB
     0.19500      0.32800      0.06600      1.59800      0.29000          BBB
     0.30900      0.35900      0.06700      1.92900      0.25900           AA
     0.05800      0.07900      0.04400      0.56800      0.21000          BBB
    -0.04400     -1.78100     -0.01700      0.05000      0.05000          CCC
     0.09800      0.20900      0.04900      1.39800      0.24200          BBB
     0.23700      0.35200      0.06200      1.67100      0.23100            A
     0.10600      0.17200      0.05100      0.92700      0.13900           BB
     0.06800      0.24700      0.04000      1.49400      0.31000            A
     0.40800      0.45100      0.08200      1.83300      0.20600            A
     0.06500      0.20200      0.04200      2.10800      0.31600            A
     0.10200      0.34400      0.04200      3.76700      0.57600           AA
    -0.04400      0.10900      0.02300      1.50000      0.35100            A
     0.08400      0.19900      0.05000      0.76500      0.12300          BBB
    -0.03200     -0.05000      0.02400      0.40600      0.14400            B
     0.13800      0.20800      0.04000      2.91300      0.66100           AA
     0.18800      0.25200      0.05800      1.39300      0.36200          BBB
     0.06200      0.17300      0.04000      2.41200      0.36200            A
     0.27600      0.44900      0.06200      4.55600      0.84100          AAA
     0.36000      0.57400      0.07100      3.94600      0.60800          AAA
     0.02600      0.04900      0.02700      0.83700      0.29400          BBB
     0.16100      0.57200      0.05400      2.04900      0.82900           AA
    -0.09800     -0.21500      0.00000      0.73800      0.23400            B
     0.41000      0.63600      0.08600      5.19100      0.53100          AAA
     0.14800      0.26000      0.05700      0.97100      0.26500          BBB
     0.20600      0.22500      0.05800      1.10400      0.19600          BBB
     0.27100      0.42900      0.06400      2.25400      0.27900            A
     0.13900      0.28300      0.05900      1.65400      0.33600            A
     0.26500      0.39900      0.06700      1.65100      0.29100            A
     0.05100      0.14900      0.04200      0.72100      0.19200           BB
     0.43500      0.64100      0.08500      2.23200      0.30400           AA
     0.13200      0.17200      0.05800      0.65700      0.14200           BB
     0.32200      0.38700      0.08800      0.59500      0.14300          BBB
    -0.04100      0.02600      0.02200      0.80400      0.27900           BB
     0.33500      0.53600      0.06600      3.16300      0.48200           AA
    -0.01000      0.01800      0.02900      0.56000      0.13100           BB
     0.75500      1.60800      0.17500     68.91800      1.64400          AAA
     0.11700      0.18000      0.04200      1.95000      0.52300            A
     0.01800     -0.20100      0.03500      0.25000      0.10900            B
     0.18700      0.65600      0.05400     16.54600      1.02400          AAA
     0.20700      0.32400      0.06000      1.51000      0.27800          BBB
     0.38000      0.45400      0.08100      1.70700      0.27100            A
    -0.01000      0.04700      0.02800      1.01500      0.16500          BBB
    -0.03800     -0.08900      0.02600      0.26700      0.19900            B
     0.08100      0.25100      0.05100      1.25600      0.24700          BBB
     0.22400      0.44100      0.06200      2.41200      0.29700            A
    -0.06500     -0.06500      0.02200      0.33700      0.17500            B
     0.16200      0.14700      0.05400      0.40900      0.09400           BB
     0.29800      0.57300      0.07900      5.28600      0.35300          AAA
     0.42000      0.50000      0.08600      1.82200      0.31000            A
     0.07500      0.18300      0.04700      0.86400      0.21200          BBB
     0.28600      0.32900      0.06900      1.12000      0.20300          BBB
     0.66200      0.92500      0.15800      4.18000      0.35900          AAA
     0.26900      0.50800      0.06900      3.05000      0.34900           AA
     0.04700      0.33500      0.04100      4.24500      0.82400          AAA
     0.00200      0.03800      0.03300      0.74100      0.19900           BB
    -0.01100      0.10700      0.03500      0.88400      0.30400          BBB
     0.04900      0.07400      0.03800      0.54800      0.21100           BB
     0.12900      0.36700      0.05000      3.02500      0.34700           AA
     0.15500      0.14000      0.05600      0.66600      0.19100           BB
     0.11500      0.21100      0.05300      1.15600      0.29700          BBB
     0.32400      0.58700      0.07800      5.03800      0.71200          AAA
    -0.04500      0.06000      0.02800      1.29200      0.28400          BBB
     0.06100      0.07600      0.04100      0.71300      0.19900          BBB
     0.28200      0.20200      0.07100      0.65500      0.17300           BB
     0.19300      0.27900      0.06600      1.08600      0.21700          BBB
     0.17300      0.18500      0.05900      0.56600      0.15700          BBB
     0.00600      0.10400      0.03400      1.00200      0.26000          BBB
    -0.18400     -0.67200     -0.01700      0.42800      0.20500          CCC
    -0.00300      0.14700      0.03600      0.75200      0.32800          BBB
     0.08000      0.15800      0.04500      0.86500      0.28800           BB
    -0.07600     -0.23300      0.00800      0.30300      0.10900            B
    -0.07300     -0.23000      0.01500      0.38600      0.14900            B
     0.12600      0.33200      0.05600      3.76900      0.53200          AAA
     0.04700      0.20500      0.04200      2.09900      0.43800            A
     0.06100      0.21000      0.04500      1.53600      0.29200          BBB
    -0.02200     -0.42200      0.03000      0.10700      0.08300            B
    -0.08000     -0.18800      0.02300      0.42300      0.20300           BB
     0.13800      0.23400      0.04900      1.44000      0.27400            A
     0.14100      0.32000      0.05600      1.64000      0.24800          BBB
     0.34100      0.14600      0.08600      0.42600      0.10700           BB
     0.11300      0.30400      0.04800      1.77000      0.34300            A
     0.02300      0.10300      0.03900      0.65000      0.17600           BB
     0.05100      0.15000      0.04300      0.75400      0.16700           BB
     0.08500      0.13000      0.04600      0.42000      0.14800           BB
    -0.01400      0.23100      0.02300      4.56800      0.51800          AAA
     0.15800      0.20400      0.06100      0.89400      0.20600          BBB
     0.03400      0.14100      0.04200      1.36300      0.30700          BBB
     0.11300      0.11100      0.05100      0.46300      0.13900           BB
    -0.08300      0.11500      0.01100      1.74100      0.43600          BBB
    -0.01300      0.02900      0.03200      0.94800      0.16800          BBB
     0.47600      0.94400      0.08800     23.55300      0.98900          AAA
     0.07000      0.16600      0.04300      1.30300      0.32000          BBB
    -0.07700      0.02500      0.01900      0.87500      0.49200           BB
     0.30700      0.17500      0.06400      0.55700      0.09200          BBB
     0.30700      0.31700      0.07900      1.05800      0.34200          BBB
     0.06000      0.13300      0.05100      0.88500      0.20600           BB
     0.04800      0.08500      0.04300      0.46200      0.15500            B
     0.35000      0.46700      0.07700      2.15000      0.40300            A
     0.12100      0.25000      0.05600      1.67200      0.31600            A
     0.07200      0.20200      0.04800      1.12300      0.25200          BBB
     0.01700     -0.03400      0.03700      0.29500      0.12500           BB
     0.01600      0.28800      0.03800      1.80100      0.44300            A
     0.26000      0.27400      0.06600      1.30500      0.26800          BBB
     0.03700      0.15100      0.04500      1.33700      0.35300          BBB
     0.23900      0.50200      0.05500      4.24300      0.74200          AAA
    -0.11600      0.00400      0.01500      0.66600      0.12400          BBB
     0.16200      0.21300      0.05400      1.07700      0.27000          BBB
     0.42300      0.82200      0.08400     18.38700      0.94900          AAA
    -0.01600      0.01000      0.03400      0.99400      0.22200           BB
     0.20200      0.12700      0.06400      0.43200      0.12200          BBB
     0.04400     -0.08200      0.04200      0.21800      0.09100           BB
     0.01600      0.18600      0.03900      1.77400      0.29200          BBB
     0.12700      0.31900      0.04800      3.32200      0.46500           AA
     0.33500      0.32500      0.07500      0.86300      0.27000          BBB
     0.09700      0.17200      0.05500      0.73900      0.19400          BBB
     0.02200      0.18400      0.03700      1.51800      0.23500            A
     0.30500      0.38400      0.07800      1.01600      0.20900          BBB
     0.01400     -0.15300      0.03500      0.21900      0.09600           BB
     0.28000      0.39700      0.06900      2.45600      0.51900           AA
     0.17200      0.25900      0.06000      1.72000      0.32100          BBB
     0.27500      0.35800      0.07000      1.14300      0.25200            A
    -0.03400     -0.35700      0.02400      0.21400      0.16300           BB
     0.23000      0.19500      0.05300      0.83800      0.21700          BBB
     0.09800      0.13500      0.03700      0.59300      0.13500           BB
     0.25700      0.26100      0.07300      0.94500      0.27600           BB
     0.00200      0.11100      0.03900      0.91100      0.27300           BB
     0.12300      0.42000      0.05500      2.60600      0.37900           AA
     0.15800      0.18200      0.06300      0.33900      0.11100          BBB
     0.21300      0.19000      0.05500      0.47600      0.18300            B
     0.46500      0.83500      0.09800      7.13000      0.76700          AAA
    -0.02600      0.18900      0.03000      1.38300      0.38800          BBB
    -0.03500      0.02300      0.02900      0.69800      0.17700           BB
     0.08100      0.18400      0.04400      0.85300      0.24200          BBB
    -0.08400     -0.03800      0.00600      0.49600      0.12900           BB
     0.14800      0.24400      0.05300      1.22500      0.48700            A
     0.16300      0.30900      0.05400      1.71300      0.30800            A
     0.05600      0.06900      0.03700      0.94200      0.24200           BB
    -0.06600      0.07000      0.02800      0.54500      0.19500            B
     0.50000      0.58600      0.10300      1.63200      0.30500          BBB
     0.00300      0.06600      0.03000      0.50000      0.13600           BB
     0.19200      0.59500      0.06700      4.13000      0.39500          AAA
     0.03300     -0.07100      0.03500      0.30700      0.11700           BB
     0.24600      0.45600      0.05700      6.64800      0.62400          AAA
    -0.09100     -0.19800      0.02000      0.41800      0.13900            B
    -0.19600     -0.60200      0.00800      0.14800      0.09300          CCC
     0.01300      0.04200      0.02900      0.54300      0.19100            B
     0.20000      0.34800      0.05600      2.57700      0.35800           AA
     0.13900      0.48300      0.05400      6.52900      0.53900          AAA
     0.10500      0.19500      0.04300      2.39300      0.30700           AA
     0.05300      0.16100      0.03900      1.62100      0.27100            A
     0.01800      0.04300      0.04300      0.59300      0.15500           BB
     0.54800      0.61400      0.10900      1.69200      0.28700           AA
     0.67600      0.70900      0.15600      0.48900      0.08600          BBB
     0.06100      0.13200      0.04800      0.72400      0.18400           BB
     0.13500      0.20800      0.05400      0.90800      0.18700          BBB
     0.47800      0.94400      0.12000     20.40700      0.97000          AAA
     0.45500      0.47700      0.09000      0.67500      0.18100          BBB
     0.36900      0.46200      0.07900      2.27400      0.36300           AA
     0.14200      0.13400      0.04700      0.41500      0.12300           BB
     0.30900      0.47400      0.07700      2.33800      0.32500           AA
     0.07800      0.27600      0.05200      3.02100      0.34100           AA
     0.29200      0.68800      0.08400     12.95200      0.98900          AAA
     0.02800      0.21900      0.03600      1.12800      0.35300          BBB
     0.09800      0.08600      0.04400      0.44700      0.17800           BB
     0.10600      0.17200      0.05000      1.32200      0.20800            A
     0.05900      0.09700      0.04600      0.48700      0.10600           BB
     0.18900      0.26200      0.06200      1.45300      0.25700            A
     0.13100      0.25500      0.05200      1.07200      0.21100          BBB
     0.15300      0.06400      0.05200      0.47000      0.11400           BB
     0.23100      0.45200      0.07000      2.30800      0.26600           AA
     0.26600      0.50500      0.06900      2.59300      0.54300           AA
    -0.07100     -0.56700      0.00600      0.07500      0.08800          CCC
     0.35700      0.34500      0.07500      1.27000      0.52300          BBB
     0.17400      0.38600      0.05900      4.61100      0.41100          AAA
     0.45500      0.64900      0.09500      4.71500      0.40000          AAA
     0.44200      0.56000      0.09200      0.95100      0.13500          BBB
     0.07900      0.21800      0.05300      0.85800      0.25100          BBB
     0.02600      0.24400      0.03600      1.32100      0.31800          BBB
     0.07100      0.13300      0.04800      0.62300      0.16600           BB
     0.08000      0.21300      0.05400      1.90900      0.35200            A
     0.02600      0.11800      0.03600      1.06000      0.28400          BBB
     0.07300      0.21700      0.04500      1.97400      0.35700            A
     0.05200     -0.25400      0.03600      0.10500      0.07000          CCC
     0.22600      0.38700      0.06500      1.74000      0.33700            A
    -0.00600      0.07200      0.03600      0.52900      0.11300           BB
     0.30400      0.42800      0.07000      2.25900      0.37400            A
     0.17300      0.31600      0.04500      2.34100      0.78400           AA
     0.06900      0.05100      0.04600      0.57200      0.17600           BB
     0.14200      0.18900      0.04700      1.12600      0.15300          BBB
     0.04500     -0.02500      0.03800      0.48300      0.12800           BB
     0.29500      0.62700      0.06300      6.17000      0.53500          AAA
     0.06800      0.19600      0.04800      1.45900      0.28500          BBB
     0.33400      0.48700      0.07500      2.81300      0.39000           AA
     0.32300      0.51300      0.07400      3.60200      0.66900          AAA
    -0.04900     -0.48200      0.02900      0.21300      0.10800          CCC
    -0.08600      0.09600      0.01700      1.58900      0.15300          BBB
    -0.00700      0.16400      0.03100      1.34100      0.28000          BBB
     0.14900      0.32100      0.05500      2.33000      0.36200            A
    -0.00200      0.02700      0.03400      0.50200      0.23600           BB
     0.07600      0.24000      0.04900      1.54900      0.31100            A
     0.09100      0.25200      0.05300      1.88300      0.30600            A
     0.32700      0.50400      0.07400      1.86700      0.24400            A
     0.01400     -0.03600      0.02900      0.48800      0.15100           BB
     0.16000      0.59600      0.05000      8.63700      0.94700          AAA
     0.21600      0.40100      0.05900      3.38200      0.58000          AAA
     0.45700      0.56900      0.08000      2.36100      0.25000           AA
     0.08700      0.49200      0.05000      6.82900      1.01700          AAA
     0.16400      0.18300      0.05800      0.80600      0.11400           BB
    -0.04000     -0.28500      0.02400      0.22400      0.12300          CCC
     0.10000      0.28200      0.05200      1.41800      0.38100          BBB
     0.00300      0.06900      0.03500      0.53700      0.21000           BB
     0.04900      0.18400      0.04600      1.10500      0.30500          BBB
     0.02800      0.11800      0.03800      1.05700      0.27000           BB
    -0.14000     -0.70900      0.01800      0.12900      0.11300          CCC
     0.31200      0.42700      0.06900      2.33600      0.41000           AA
     0.41400      0.49100      0.09400      1.12600      0.20800            A
     0.09500      0.09900      0.05200      0.33200      0.10300          BBB
     0.32900      0.41200      0.07500      3.24400      0.51500          AAA
     0.00400      0.01700      0.03400      0.54200      0.23900           BB
     0.09600      0.17800      0.05000      0.71800      0.20000           BB
    -0.16700     -1.60900     -0.00200      0.07100      0.07500          CCC
     0.10000      0.14100      0.05200      0.24400      0.10500           BB
     0.02600      0.08700      0.03600      1.08700      0.25000           BB
     0.18600      0.38200      0.06800      1.48900      0.26700            A
    -0.05900     -0.31000      0.02500      0.68700      0.34300            B
     0.23000      0.61800      0.07300      5.71100      0.33500          AAA
    -0.07100     -0.32800      0.02600      0.14400      0.09100            B
     0.17400      0.22800      0.05700      1.39000      0.24700          BBB
    -0.06000      0.04600      0.01300      1.24100      0.18800           BB
     0.14000      0.12300      0.04800      0.42500      0.23500           BB
     0.08800      0.28500      0.04400      1.16100      0.29100          BBB
     0.14500      0.31500      0.05900      1.49800      0.21400            A
     0.33700      0.60000      0.07500      2.99700      0.45500          AAA
    -0.04200     -0.01600      0.02000      0.82600      0.20600          BBB
     0.20400      0.32000      0.06600      0.92400      0.18200          BBB
     0.30800      0.51700      0.07200      4.47800      0.57600          AAA
     0.05600      0.20200      0.04000      1.24500      0.26900          BBB
     0.20000      0.40600      0.06300      2.17900      0.35400           AA
     0.22200      0.32100      0.07300      0.61300      0.17400           BB
     0.07100      0.17700      0.04400      1.85000      0.36300          BBB
     0.00500      0.19700      0.02800      2.29900      0.54600           AA
     0.23200      0.28200      0.06100      1.27100      0.20400          BBB
    -0.05500     -0.19500      0.01600      0.55000      0.38800            B
     0.04200      0.07000      0.04700      0.56600      0.16800           BB
    -0.03100      0.26700      0.02600      6.33200      0.95000          AAA
     0.10900      0.09000      0.04900      0.62100      0.19600           BB
     0.21500      0.24700      0.07500      0.86800      0.13500          BBB
     0.40500      0.32100      0.09000      0.63500      0.14600           BB
    -0.00300     -0.08700      0.03000      0.18600      0.11900           BB
     0.31700      0.38000      0.06800      1.47800      0.39500            A
     0.41100      0.56800      0.08600      2.45800      0.25800           AA
    -0.00800      0.04700      0.03100      0.98800      0.23400          BBB
     0.38800      0.41800      0.08200      1.09800      0.17000            A
     0.44500      0.47500      0.10100      1.31200      0.14900            A
     0.01600      0.14500      0.03700      0.76900      0.21800          BBB
     0.26400      0.57600      0.06700      5.45400      0.59000          AAA
     0.22900      0.19400      0.06400      0.44900      0.11700           BB
     0.04700      0.02400      0.03900      0.39200      0.17700           BB
     0.09400      0.35700      0.04900      1.37400      0.30400            A
     0.34300      0.36300      0.07700      1.29200      0.22800            A
     0.22000      0.34200      0.06800      1.10700      0.19000          BBB
    -0.01700      0.19600      0.03100      1.30000      0.24100          BBB
     0.10200      0.14400      0.06000      0.46100      0.14100           BB
     0.22300      0.08400      0.06700      0.23100      0.09500           BB
     0.21300      0.28200      0.06200      1.24000      0.22100          BBB
     0.09900      0.12200      0.05200      0.52100      0.11300           BB
    -0.10400     -0.24800      0.01600      0.39200      0.12400           BB
     0.16800      0.36300      0.06500      1.67900      0.33800            A
     0.42200      0.45000      0.09400      2.72000      0.40600           AA
     0.02300      0.14700      0.04300      0.90600      0.19900          BBB
     0.22600      0.40700      0.05800      2.18200      0.43800            A
     0.14700      0.22500      0.05700      1.08100      0.27500           BB
     0.02700      0.12700      0.03000      1.26400      0.21600          BBB
    -0.01200     -0.00400      0.03100      0.51900      0.10200           BB
     0.21000      0.28400      0.06100      1.19800      0.26300          BBB
    -0.45200     -0.88500     -0.07300      0.32300      0.13400          CCC
     0.14400      0.32300      0.06000      1.37100      0.29000          BBB
    -0.03500     -0.06500      0.02800      0.27000      0.10900            B
     0.17200      0.35000      0.05300      3.28700      0.36200          AAA
     0.06800      0.23100      0.05500      1.09300      0.24100          BBB
     0.18100      0.32400      0.05600      1.79100      0.28700            A
     0.14900      0.18100      0.05500      0.88700      0.17100          BBB
    -0.03900      0.05600      0.02400      0.54000      0.10200           BB
     0.24200      0.47900      0.06000      3.17900      0.32300           AA
     0.24400      0.45200      0.05500      3.12500      0.66700          AAA
     0.27400      0.37700      0.06200      1.37400      0.32600            A
     0.26100      0.36100      0.07000      1.56300      0.24100            A
     0.07800      0.11400      0.05100      0.61700      0.15900           BB
     0.21500      0.59400      0.06000      4.95400      0.32900          AAA
     0.14600      0.36000      0.05400      0.93900      0.14100          BBB
     0.05100      0.16600      0.04000      1.33900      0.24300          BBB
     0.27900      0.19100      0.07100      0.51600      0.11200          BBB
    -0.02800      0.08900      0.02800      0.88700      0.21500           BB
     0.38700      0.36800      0.08300      0.49900      0.11600           BB
     0.52900      0.72000      0.10600     10.57000      0.68200          AAA
     0.00300      0.08400      0.03600      1.02000      0.25000          BBB
    -0.04800     -0.58800      0.02600      0.09600      0.10000          CCC
    -0.03200      0.04500      0.02500      1.65500      0.41800          BBB
     0.05300      0.10600      0.04200      0.62800      0.23900           BB
     0.43200      0.52100      0.08200      1.48400      0.20500            A
     0.38300      0.06400      0.07800      0.05600      0.03800           BB
     0.17100      0.26000      0.06300      1.13100      0.26700            A
    -0.00100      0.09700      0.03700      0.31500      0.10400           BB
     0.17800      0.18500      0.05400      0.88900      0.21500          BBB
     0.26500      0.22600      0.07200      0.70900      0.19400          BBB
     0.00500      0.06400      0.03800      0.54400      0.15900           BB
    -0.02300      0.10700      0.03700      1.09200      0.26200          BBB
     0.01900      0.05900      0.03000      1.49700      0.33200          BBB
     0.11000      0.15600      0.05500      0.68000      0.17700          BBB
    -0.05400     -0.20100      0.01800      0.41800      0.19400           BB
     0.39500      0.53600      0.08900      2.59600      0.32200           AA
     0.05700      0.17600      0.04100      0.84700      0.32400          BBB
     0.25400      0.26300      0.06700      0.64100      0.08200          BBB
     0.10200      0.18700      0.05100      0.78100      0.12900           BB
    -0.00500     -0.08500      0.03200      0.31900      0.13000           BB
     0.15900      0.24700      0.05200      1.55900      0.24100          BBB
     0.01100      0.12200      0.03100      0.70000      0.21600           BB
     0.09300      0.06300      0.04400      0.48600      0.18000           BB
    -0.01900     -0.14300      0.03100      0.18100      0.11200            B
     0.28300      0.36000      0.06800      2.12800      0.30000            A
     0.00400     -0.22300      0.03900      0.05000      0.05600            B
     0.05700      0.08600      0.03700      0.64100      0.25100           BB
     0.29000      0.39700      0.07300      1.10200      0.18100          BBB
    -0.23900     -0.74100     -0.04400      0.16900      0.12900          CCC
    -0.01800      0.17200      0.03400      1.47000      0.15500          BBB
     0.20100      0.15400      0.07100      0.52800      0.10500           BB
     0.35200      0.62500      0.08500      5.65300      0.54200          AAA
     0.12200      0.25900      0.04700      1.72900      0.24000          BBB
     0.01700      0.06600      0.03400      1.09600      0.25000          BBB
