       WC_TA        RE_TA      EBIT_TA     MVE_BVTD         S_TA
     0.43400      0.46500      0.07900      2.17100      0.35100
     0.05200      0.29500      0.05200      4.21800      0.37600
     0.18100      0.15800      0.06200      0.64700      0.19300
     0.25000      0.41100      0.06500      1.62000      0.31500
     0.27100      0.42500      0.06800      3.31100      0.33500
     0.14300      0.26900      0.06000      1.11300      0.24500
     0.04500     -0.00600      0.04200      0.33700      0.12000
     0.12600      0.24600      0.05200      1.51200      0.18900
     0.03800      0.20300      0.03700      2.23000      0.97500
     0.06400      0.07600      0.04400      0.54200      0.12000
     0.56300      0.74400      0.11600      4.63800      0.41000
     0.30200      0.39800      0.08000      0.83300      0.24800
     0.46100      0.68200      0.08500      4.75700      0.72300
     0.07600      0.16400      0.04500      0.53900      0.15600
     0.28000      0.45600      0.06400      4.17900      0.38800
     0.29600      0.25500      0.06900      0.67000      0.12900
    -0.00800     -0.07300      0.03000      0.35800      0.10300
     0.28000      0.51400      0.06100      3.43600      0.49000
     0.07800      0.18000      0.04000      2.05500      0.33300
     0.26300      0.29700      0.06800      0.88300      0.18000
    -0.03700      0.21400      0.03000      3.03900      0.61900
    -0.03800      0.10200      0.02400      1.45600      0.34700
     0.15700      0.13000      0.05000      0.47400      0.18200
     0.01400      0.05500      0.03700      0.69100      0.24700
     0.51700      0.91900      0.09800     13.13500      1.02900
     0.14500      0.37600      0.05800      2.58600      0.30000
    -0.01200      0.19600      0.02900      2.05700      0.37400
     0.14100      0.34700      0.05700      2.53600      0.38800
     0.21800      0.41300      0.05000      1.24300      0.28200
     0.34800      0.27400      0.08800      0.61200      0.16100
     0.36900      0.25900      0.08600      0.68600      0.16100
     0.08000      0.26700      0.04400      1.34700      0.38800
    -0.05700      0.15400      0.01600      2.75500      0.50300
     0.20800      0.37200      0.05700      4.54900      0.36400
     0.25500      0.28700      0.06000      1.66200      0.24000
     0.04200      0.10000      0.04100      0.73300      0.22100
     0.04400      0.13200      0.05600      1.51700      0.58500
    -0.18400     -0.61700     -0.01300      0.22600      0.10100
     0.33000      0.48600      0.07400      3.10700      0.47000
     0.32000      0.36000      0.06400      1.73300      0.26700
     0.47900      0.68800      0.09700      5.22900      0.59400
     0.17300      0.39100      0.06200      2.67500      0.42400
     0.68100      1.01100      0.12800     15.62800      0.90100
     0.14800      0.27400      0.05100      1.29500      0.33600
     0.12300      0.21100      0.05200      1.03600      0.30500
     0.21700      0.18200      0.06900      0.27800      0.11600
     0.35000      0.33500      0.07400      0.98900      0.23600
     0.31600      0.31700      0.06300      1.32700      0.31300
     0.47000      0.63900      0.08800      4.58500      0.46800
    -0.03500     -0.21000      0.03000      0.20600      0.10000
     0.25400      0.35100      0.07700      1.99200      0.19400
     0.18400      0.22800      0.05900      0.60000      0.16000
     0.02700     -0.33100      0.04700      0.25000      0.12500
     0.26700      0.42800      0.07200      1.54200      0.25300
     0.08200      0.19400      0.04900      1.79200      0.20600
     0.02000      0.10600      0.03100      1.24900      0.20500
     0.27600      0.43600      0.06500      4.24400      0.46500
     0.04800      0.06300      0.05000      0.32600      0.08500
     0.16200      0.22900      0.04700      2.39100      0.25500
     0.01400      0.04300      0.04100      0.55100      0.22100
     0.02800      0.11300      0.03700      0.78900      0.13400
     0.49600      0.69100      0.10400      3.15200      0.40600
     0.33000      0.55400      0.07700      4.52000      0.72500
     0.06600      0.16100      0.04500      0.90900      0.23500
    -0.04400      0.10200      0.02000      2.38700      0.29400
     0.13800      0.29400      0.05100      2.34200      0.43800
     0.25800      0.40400      0.06300      2.43400      0.36300
     0.11800      0.00300      0.04000      0.33800      0.12600
     0.11900      0.28100      0.06200      1.04200      0.22700
     0.09000      0.37100      0.04500      4.60900      0.61300
    -0.09800      0.03700     -0.01100      4.84600      0.80800
     0.02100      0.20800      0.03800      1.94000      0.33600
     0.08400     -0.02900      0.03700      0.31100      0.16400
    -0.06200     -0.05500      0.02000      0.56600      0.23700
    -0.00800      0.06200      0.03600      0.54800      0.18800
    -0.08400     -0.08100      0.02100      0.75100      0.23400
    -0.08800     -0.18000      0.00200      0.57800      0.22900
     0.43900      0.68100      0.10000      5.32700      0.54000
     0.24300      0.49800      0.06300      5.52700      0.69500
     0.15100      0.44200      0.05700      2.85400      0.42300
    -0.00100      0.15200      0.03600      1.57800      0.29700
     0.23600      0.21600      0.06100      0.73400      0.19100
     0.10600      0.25800      0.05400      1.58400      0.29800
     0.28000      0.29700      0.07100      0.65200      0.17500
     0.49300      0.85800      0.09500      5.09600      0.43200
    -0.01300     -0.01300      0.03000      0.46600      0.24100
     0.14600      0.28900      0.05800      1.18400      0.24300
     0.48300      0.73700      0.09200      3.77400      0.43900
    -0.11300     -0.21200     -0.01000      0.80100      0.30800
     0.12000      0.39600      0.04900      3.77700      0.35700
     0.01600      0.00500      0.03500      0.32600      0.09900
    -0.32700     -1.83300     -0.07400      0.21200      0.24700
     0.27500      0.42000      0.05600      1.78500      0.31000
     0.47000      0.71800      0.10300      3.77200      0.45800
     0.06700      0.03200      0.04200      0.42400      0.13900
     0.54400      0.93500      0.13600     14.30500      0.79100
     0.09800      0.32800      0.04900      1.15900      0.26500
     0.04400      0.12600      0.04400      0.67300      0.23100
     0.12100      0.09500      0.05900      0.27900      0.11000
     0.08700      0.55600      0.05900     13.00500      1.11000
    -0.15900     -0.44000     -0.00900      0.73000      0.31900
     0.09200      0.32300      0.05700      1.43500      0.27400
     0.14900      0.23300      0.05100      0.90300      0.31300
     0.22600      0.43200      0.05700      2.17400      0.38900
     0.39700      0.52400      0.08700      1.87700      0.46000
    -0.10200     -1.50000      0.01400      0.05600      0.07200
     0.03100     -0.05400      0.03000      0.95100      0.29000
     0.72400      1.01000      0.16700      5.84500      0.17600
     0.06200      0.04300      0.04100      0.63400      0.15300
     0.11000      0.18700      0.04900      0.40700      0.14000
     0.13800      0.30900      0.06000      2.30100      0.41700
     0.06000      0.16300      0.04100      0.93700      0.31200
     0.07500      0.30000      0.04600      3.76700      0.36200
     0.04800      0.17500      0.04700      1.45300      0.25800
     0.24800      0.33400      0.06100      0.86100      0.20300
     0.30900      0.55500      0.07500      4.57200      0.52000
    -0.03700     -0.08700      0.02100      0.41300      0.16100
     0.13500      0.41600      0.04500      4.38400      0.65900
     0.22800      0.58300      0.07000      3.68100      0.50100
     0.10000      0.25900      0.05000      0.64500      0.25300
     0.34900      0.56700      0.08000      7.00800      1.04300
    -0.08900     -0.70000      0.02000      0.10700      0.09500
     0.05300      0.09200      0.04800      0.56000      0.14600
    -0.07900     -0.54200      0.01100      0.12400      0.07500
     0.02200      0.09400      0.03800      0.85600      0.17700
     0.24200      0.45200      0.06100      3.76200      0.49600
     0.19700      0.12200      0.06900      0.20000      0.12300
     0.11200      0.55000      0.04600      5.32200      0.45700
     0.05300      0.21300      0.04100      2.17200      0.35900
     0.38900      0.36700      0.08500      0.86600      0.24000
     0.12400      0.27300      0.05300      1.80300      0.37400
     0.31300      0.52300      0.06100     13.10100      1.17300
     0.34500      0.34800      0.06500      1.26400      0.24000
     0.20800      0.19800      0.05700      0.93800      0.20100
     0.26300      0.35100      0.07300      1.26000      0.22800
    -0.02900      0.01100      0.02700      0.54700      0.13100
     0.31500      0.34300      0.06700      2.76300      0.46000
    -0.03900     -0.02200      0.02900      0.61100      0.15800
     0.22100      0.24900      0.06200      0.87600      0.13300
     0.25500      0.65800      0.06300     11.37400      0.66800
     0.37000      0.34100      0.08500      0.78500      0.12100
    -0.18100     -1.73200     -0.01000      0.05000      0.06200
     0.47000      0.66000      0.10000      3.78700      0.57200
     0.11100      0.23700      0.04700      1.12400      0.24200
     0.19200      0.19200      0.06700      0.65100      0.10900
     0.32900      0.65000      0.07500      4.41800      0.60300
     0.14200      0.34600      0.05200      3.23600      0.50500
     0.14200      0.21000      0.05600      1.36100      0.29200
     0.45300      0.69700      0.09000      5.17200      0.55500
     0.20900      0.44500      0.06500      2.79200      0.28200
    -0.01400      0.04800      0.02700      0.88800      0.27100
    -0.02800      0.03600      0.02700      0.53600      0.22600
    -0.08000     -0.21500      0.01500      0.44400      0.19100
     0.01300      0.19300      0.03600      1.46700      0.39400
     0.00900      0.04700      0.03300      0.41400      0.12500
     0.21200      0.29100      0.05900      1.02600      0.27000
     0.41900      0.54800      0.07300      3.70000      0.35200
    -0.02900     -0.60400      0.02300      0.06600      0.06900
     0.29800      0.42500      0.07200      2.66700      0.31400
     0.01900     -0.01700      0.03300      0.43700      0.13100
    -0.09200      0.02800      0.01700      2.26800      0.43500
     0.30100      0.19900      0.07200      0.55000      0.17900
     0.16800      0.43200      0.05500      1.78800      0.31400
     0.02500      0.15100      0.04700      0.70200      0.21100
     0.26700      0.11800      0.08700      0.23600      0.07600
     0.18200      0.32200      0.05500      1.22300      0.24600
     0.09800      0.15700      0.04900      1.13300      0.19900
     0.08500      0.31000      0.03700      1.52300      0.18700
     0.05200      0.17600      0.04500      0.66200      0.18200
     0.11600      0.40800      0.05200      4.97200      0.71500
     0.19400      0.37800      0.06200      2.25400      0.52900
     0.12900      0.23600      0.04800      2.42000      0.42200
     0.55900      0.91000      0.11900     13.23200      0.68500
    -0.00800     -0.14600      0.03700      0.26500      0.14500
     0.35500      0.52200      0.07800      2.38200      0.35300
     0.10200      0.30100      0.04600      1.84900      0.36700
     0.06600      0.29400      0.04000      5.44900      0.71200
     0.17700      0.13700      0.08500      0.20200      0.07900
     0.08000      0.19000      0.04700      0.92400      0.15800
     0.16900      0.31500      0.06200      1.42500      0.27900
     0.08300      0.19600      0.04500      1.59800      0.41800
     0.09600      0.25800      0.05200      1.44200      0.22300
    -0.11500     -0.23000      0.00700      0.60700      0.22200
    -0.05600     -0.10500      0.02500      0.52100      0.18300
     0.06600      0.10800      0.02900      1.10300      0.36700
     0.12500      0.26500      0.05800      1.07600      0.28900
     0.03800      0.44500      0.03400      5.08400      0.67600
    -0.01200      0.09400      0.02800      0.48400      0.13900
     0.32100      0.42000      0.07400      1.66700      0.41300
     0.72000      1.12800      0.15400     22.54600      1.16900
     0.25200      0.31100      0.06800      0.81400      0.15300
     0.24400      0.35200      0.06400      1.50000      0.28700
    -0.00100     -0.20400      0.03800      0.18800      0.09000
    -0.01600      0.11300      0.02700      1.12900      0.34200
     0.22300      0.39900      0.05900      2.72300      0.43200
     0.34500      0.50000      0.07800      3.52600      0.56800
    -0.00500      0.13700      0.03300      1.48000      0.28000
     0.05700      0.10400      0.04000      0.81700      0.19600
    -0.13000     -1.16300     -0.01600      0.12900      0.16000
     0.29400      0.41400      0.06900      1.85800      0.34200
     0.30400      0.47900      0.06200      2.24800      0.39000
    -0.03700     -0.04000      0.02900      0.73200      0.20200
     0.03700     -0.06200      0.04300      0.25500      0.12200
     0.42600      0.63200      0.08500      3.28100      0.33100
     0.13600      0.18700      0.05400      0.77500      0.14500
     0.35300      0.53300      0.06900      3.35600      0.32100
     0.19800      0.24600      0.06000      0.55900      0.14100
     0.35000      0.36500      0.08600      1.11100      0.24900
     0.18000      0.39200      0.06200      2.22900      0.53300
    -0.00700     -0.25200      0.02500      0.38400      0.10400
     0.17700      0.31300      0.06100      2.28100      0.32000
     0.02300      0.07100      0.04100      0.40500      0.10600
     0.09100      0.12600      0.04400      0.49500      0.17600
     0.42500      0.36600      0.08200      1.38200      0.32300
     0.33000      0.37400      0.07600      1.32400      0.21300
    -0.00200     -0.00900      0.03200      0.45100      0.14500
     0.01900     -0.07300      0.03700      0.35800      0.11100
     0.30700      0.20600      0.07600      0.66300      0.13300
     0.38300      0.27500      0.08400      0.34700      0.14600
     0.08700      0.19900      0.05300      1.03500      0.25300
     0.23400      0.37800      0.06900      1.98800      0.33300
     0.02800      0.13900      0.03400      1.00100      0.20200
     0.03300      0.14500      0.04000      0.72800      0.21000
     0.05200      0.17100      0.04400      1.28900      0.40200
     0.46200      0.66100      0.09100      3.45500      0.33300
     0.25100      0.34900      0.06000      2.22700      0.32600
     0.08700      0.04500      0.03500      0.42700      0.11700
     0.28100      0.52400      0.06400      4.68000      0.67400
    -0.03100     -0.02600      0.03400      0.88300      0.16500
     0.26500      0.23300      0.06500      0.77300      0.23700
     0.07600      0.27000      0.04900      2.17700      0.36800
     0.07400      0.18600      0.04300      1.05800      0.25500
     0.37300      0.50300      0.08600      4.91900      0.39800
     0.02100      0.24100      0.05200      2.84300      0.50100
     0.04600      0.22300      0.04100      1.74100      0.35400
     0.09200      0.18000      0.04700      1.02500      0.24700
    -0.03800      0.13300      0.02000      1.59900      0.31500
     0.27300      0.33700      0.07100      1.03700      0.19300
     0.04300      0.09900      0.02900      0.77700      0.33000
     0.28100      0.37400      0.06800      1.90900      0.32200
    -0.02000     -0.18500      0.02700      0.33500      0.14300
     0.29400      0.29700      0.06400      0.70000      0.20400
     0.18800      0.38700      0.05300      4.26400      0.59300
     0.10200      0.20900      0.04700      2.09600      0.39500
     0.07000      0.23800      0.04100      1.92800      0.29500
     0.36400      0.48200      0.07500      3.56300      0.52300
     0.37500      0.25900      0.07900      0.47600      0.09100
    -0.12300     -0.63400      0.00200      0.14600      0.09100
     0.03000     -0.01800      0.04200      0.26800      0.11000
    -0.01800      0.11800      0.03300      0.57700      0.12600
     0.34300      0.35400      0.07500      1.47700      0.29300
     0.40900      0.66900      0.08000      1.42900      0.39100
